title_id,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0486822,movie,Disturbia,Disturbia,0,2007,\N,105,Crime;Drama;Mystery,6.9,203644
tt1324999,movie,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Breaking Dawn - Part 1,0,2011,\N,117,Adventure;Drama;Fantasy,4.9,202628
tt0163978,movie,The Beach,The Beach,0,2000,\N,119,Adventure;Drama;Romance,6.6,202503
tt0083987,movie,Gandhi,Gandhi,0,1982,\N,191,Biography;Drama;History,8.1,202185
tt0245712,movie,Amores Perros,Amores perros,0,2000,\N,154,Drama;Thriller,8.1,202050
tt0898367,movie,The Road,The Road,0,2009,\N,111,Adventure;Drama,7.3,201997
tt1119644,tvSeries,Fringe,Fringe,0,2008,2013,46,Drama;Mystery;Sci-Fi,8.4,201989
tt2660888,movie,Star Trek: Beyond,Star Trek: Beyond,0,2016,\N,122,Action;Adventure;Sci-Fi,7.1,201879
tt2277860,movie,Finding Dory,Finding Dory,0,2016,\N,97,Adventure;Animation;Comedy,7.3,201794
tt0118655,movie,Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,0,1997,\N,94,Adventure;Comedy,7.0,201736
tt3110958,movie,Now You See Me 2,Now You See Me 2,0,2016,\N,129,Action;Adventure;Comedy,6.5,201683
tt1234721,movie,RoboCop,RoboCop,0,2014,\N,117,Action;Crime;Sci-Fi,6.2,201663
tt0465234,movie,National Treasure: Book of Secrets,National Treasure: Book of Secrets,0,2007,\N,124,Action;Adventure;Family,6.5,201341
tt0107818,movie,Philadelphia,Philadelphia,0,1993,\N,125,Drama,7.7,201263
tt0082096,movie,Das Boot,Das Boot,0,1981,\N,149,Adventure;Drama;Thriller,8.4,201248
tt1243957,movie,The Tourist,The Tourist,0,2010,\N,103,Action;Adventure;Crime,6.0,201195
tt0413573,tvSeries,Grey's Anatomy,Grey's Anatomy,0,2005,\N,41,Drama;Romance,7.6,200938
tt0077631,movie,Grease,Grease,0,1978,\N,110,Musical;Romance,7.2,200912
tt0172156,movie,Bad Boys II,Bad Boys II,0,2003,\N,147,Action;Comedy;Crime,6.6,200886
tt1001526,movie,Megamind,Megamind,0,2010,\N,95,Action;Animation;Comedy,7.3,200799
tt0296572,movie,The Chronicles of Riddick,The Chronicles of Riddick,0,2004,\N,119,Action;Adventure;Sci-Fi,6.7,200779
tt0381681,movie,Before Sunset,Before Sunset,0,2004,\N,80,Drama;Romance,8.1,200261
tt0302886,movie,Old School,Old School,0,2003,\N,88,Comedy,7.1,200254
tt0112442,movie,Bad Boys,Bad Boys,0,1995,\N,119,Action;Comedy;Crime,6.8,199977
tt4034228,movie,Manchester by the Sea,Manchester by the Sea,0,2016,\N,137,Drama,7.8,199864
tt0243155,movie,Bridget Jones's Diary,Bridget Jones's Diary,0,2001,\N,97,Comedy;Drama;Romance,6.7,199631
tt2209764,movie,Transcendence,Transcendence,0,2014,\N,119,Drama;Mystery;Romance,6.3,199619
tt0333766,movie,Garden State,Garden State,0,2004,\N,102,Comedy;Drama;Romance,7.5,199300
tt0145660,movie,Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,0,1999,\N,95,Action;Adventure;Comedy,6.6,199171
tt1442449,tvSeries,Spartacus,Spartacus: Blood and Sand,0,2010,2013,55,Action;Adventure;Biography,8.5,199118
tt0057115,movie,The Great Escape,The Great Escape,0,1963,\N,172,Adventure;Drama;History,8.2,198572
tt0384537,movie,Silent Hill,Silent Hill,0,2006,\N,125,Horror,6.6,198518
tt0373469,movie,Kiss Kiss Bang Bang,Kiss Kiss Bang Bang,0,2005,\N,103,Action;Comedy;Crime,7.6,198363
tt0133152,movie,Planet of the Apes,Planet of the Apes,0,2001,\N,119,Action;Adventure;Sci-Fi,5.7,198163
tt0109445,movie,Clerks,Clerks,0,1994,\N,92,Comedy,7.8,197825
tt0983193,movie,The Adventures of Tintin,The Adventures of Tintin,0,2011,\N,107,Action;Adventure;Animation,7.3,197798
tt1598778,movie,Contagion,Contagion,0,2011,\N,106,Drama;Thriller,6.6,197617
tt0837562,movie,Hotel Transylvania,Hotel Transylvania,0,2012,\N,91,Animation;Comedy;Family,7.1,197458
tt0462499,movie,Rambo,Rambo,0,2008,\N,92,Action;Thriller;War,7.0,197272
tt0077651,movie,Halloween,Halloween,0,1978,\N,91,Horror;Thriller,7.8,197127
tt0335345,movie,The Passion of the Christ,The Passion of the Christ,0,2004,\N,127,Drama,7.2,196891
tt0138097,movie,Shakespeare in Love,Shakespeare in Love,0,1998,\N,123,Comedy;Drama;History,7.1,196702
tt0059578,movie,For a Few Dollars More,Per qualche dollaro in più,0,1965,\N,132,Western,8.3,196309
tt0299658,movie,Chicago,Chicago,0,2002,\N,113,Comedy;Crime;Musical,7.2,196031
tt0083944,movie,First Blood,First Blood,0,1982,\N,93,Action;Adventure,7.7,195962
tt1564367,movie,Just Go with It,Just Go with It,0,2011,\N,117,Comedy;Romance,6.4,195388
tt0052618,movie,Ben-Hur,Ben-Hur,0,1959,\N,212,Adventure;Drama;History,8.1,195340
tt2243973,tvSeries,Hannibal,Hannibal,0,2013,2015,44,Crime;Drama;Horror,8.5,195292
tt0120655,movie,Dogma,Dogma,0,1999,\N,130,Adventure;Comedy;Drama,7.3,195238
tt1080016,movie,Ice Age: Dawn of the Dinosaurs,Ice Age: Dawn of the Dinosaurs,0,2009,\N,94,Action;Adventure;Animation,7.0,195231
tt1843230,tvSeries,Once Upon a Time,Once Upon a Time,0,2011,2018,60,Adventure;Fantasy;Romance,7.8,195203
tt0110632,movie,Natural Born Killers,Natural Born Killers,0,1994,\N,118,Crime;Drama,7.3,195187
tt1837492,tvSeries,13 Reasons Why,13 Reasons Why,0,2017,\N,60,Drama;Mystery,8.1,195125
tt0758774,movie,Body of Lies,Body of Lies,0,2008,\N,128,Action;Drama;Thriller,7.1,194898
tt0408306,movie,Munich,Munich,0,2005,\N,164,Drama;History;Thriller,7.6,194777
tt1424381,movie,Predators,Predators,0,2010,\N,107,Action;Adventure;Sci-Fi,6.4,194141
tt0080678,movie,The Elephant Man,The Elephant Man,0,1980,\N,124,Biography;Drama,8.2,194087
tt0287978,movie,Daredevil,Daredevil,0,2003,\N,103,Action;Adventure;Crime,5.3,193870
tt1132620,movie,The Girl with the Dragon Tattoo,Män som hatar kvinnor,0,2009,\N,152,Crime;Drama;Mystery,7.8,193336
tt1798684,movie,Southpaw,Southpaw,0,2015,\N,124,Drama;Sport,7.4,192613
tt0108550,movie,What's Eating Gilbert Grape,What's Eating Gilbert Grape,0,1993,\N,118,Drama,7.8,192590
tt2908446,movie,Insurgent,Insurgent,0,2015,\N,119,Action;Adventure;Sci-Fi,6.2,192421
tt1220719,movie,Ip Man,Yip Man,0,2008,\N,106,Action;Biography;Drama,8.0,192386
tt1189340,movie,The Lincoln Lawyer,The Lincoln Lawyer,0,2011,\N,118,Crime;Drama;Thriller,7.3,192257
tt1411238,movie,No Strings Attached,No Strings Attached,0,2011,\N,108,Comedy;Romance,6.2,192251
tt4046784,movie,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,0,2015,\N,131,Action;Sci-Fi;Thriller,6.3,192126
tt0409847,movie,Cowboys & Aliens,Cowboys & Aliens,0,2011,\N,119,Action;Sci-Fi;Thriller,6.0,191919
tt0095765,movie,Cinema Paradiso,Nuovo Cinema Paradiso,0,1988,\N,155,Drama,8.5,191892
tt1321870,movie,Gangster Squad,Gangster Squad,0,2013,\N,113,Action;Crime;Drama,6.7,191852
tt0116996,movie,Mars Attacks!,Mars Attacks!,0,1996,\N,106,Comedy;Sci-Fi,6.3,191771
tt1922777,movie,Sinister,Sinister,0,2012,\N,110,Horror;Mystery;Thriller,6.8,191730
tt1139797,movie,Let the Right One In,Låt den rätte komma in,0,2008,\N,115,Drama;Horror;Romance,7.9,191474
tt4550098,movie,Nocturnal Animals,Nocturnal Animals,0,2016,\N,116,Crime;Drama;Romance,7.5,190670
tt0485947,movie,Mr. Nobody,Mr. Nobody,0,2009,\N,141,Drama;Fantasy;Romance,7.9,190085
tt0117509,movie,Romeo + Juliet,Romeo + Juliet,0,1996,\N,120,Drama;Romance,6.8,190013
tt0119643,movie,Meet Joe Black,Meet Joe Black,0,1998,\N,178,Drama;Fantasy;Romance,7.2,189688
tt1623205,movie,Oz the Great and Powerful,Oz the Great and Powerful,0,2013,\N,130,Adventure;Family;Fantasy,6.3,189388
tt1291150,movie,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,0,2014,\N,101,Action;Adventure;Comedy,5.8,189062
tt1046173,movie,G.I. Joe: The Rise of Cobra,G.I. Joe: The Rise of Cobra,0,2009,\N,118,Action;Adventure;Sci-Fi,5.8,188613
tt1605630,movie,American Reunion,American Reunion,0,2012,\N,113,Comedy,6.7,188362
tt0431308,movie,P.S. I Love You,P.S. I Love You,0,2007,\N,126,Drama;Romance,7.1,188300
tt3263904,movie,Sully,Sully,0,2016,\N,96,Biography;Drama,7.5,188276
tt0045152,movie,Singin' in the Rain,Singin' in the Rain,0,1952,\N,103,Comedy;Musical;Romance,8.3,188200
tt0308644,movie,Finding Neverland,Finding Neverland,0,2004,\N,106,Biography;Drama;Family,7.7,188179
tt3450958,movie,War for the Planet of the Apes,War for the Planet of the Apes,0,2017,\N,140,Action;Adventure;Drama,7.5,188160
tt1832382,movie,A Separation,Jodaeiye Nader az Simin,0,2011,\N,123,Crime;Drama;Family,8.3,187867
tt0149460,tvSeries,Futurama,Futurama,0,1999,2013,22,Animation;Comedy;Sci-Fi,8.5,187830
tt0305224,movie,Anger Management,Anger Management,0,2003,\N,106,Comedy,6.2,187725
tt1599348,movie,Safe House,Safe House,0,2012,\N,115,Action;Adventure;Crime,6.8,187301
tt0246460,movie,Die Another Day,Die Another Day,0,2002,\N,133,Action;Adventure;Thriller,6.1,187227
tt0416320,movie,Match Point,Match Point,0,2005,\N,124,Drama;Romance;Thriller,7.6,187079
tt0265208,movie,The Girl Next Door,The Girl Next Door,0,2004,\N,109,Comedy;Drama;Romance,6.7,186822
tt2334879,movie,White House Down,White House Down,0,2013,\N,131,Action;Drama;Thriller,6.4,186789
tt1436562,movie,Rio,Rio,0,2011,\N,96,Adventure;Animation;Comedy,6.9,186510
tt0376541,movie,Closer,Closer,0,2004,\N,104,Drama;Romance,7.3,186283
tt0311113,movie,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,0,2003,\N,138,Action;Adventure;Drama,7.4,185970
tt0425061,movie,Get Smart,Get Smart,0,2008,\N,110,Action;Adventure;Comedy,6.5,185787
tt2381941,movie,Focus,Focus,0,2015,\N,105,Comedy;Crime;Drama,6.6,185564
tt0123755,movie,Cube,Cube,0,1997,\N,90,Drama;Mystery;Sci-Fi,7.3,185376
tt0095327,movie,Grave of the Fireflies,Hotaru no haka,0,1988,\N,89,Animation;Drama;War,8.5,185132
tt1142988,movie,The Ugly Truth,The Ugly Truth,0,2009,\N,96,Comedy;Romance,6.5,184944
tt2293640,movie,Minions,Minions,0,2015,\N,91,Action;Adventure;Animation,6.4,184875
tt0080339,movie,Airplane!,Airplane!,0,1980,\N,88,Comedy,7.8,184713
tt1077258,movie,Planet Terror,Planet Terror,0,2007,\N,105,Action;Comedy;Horror,7.1,184550
tt0251127,movie,How to Lose a Guy in 10 Days,How to Lose a Guy in 10 Days,0,2003,\N,116,Comedy;Romance,6.4,184203
tt1606378,movie,A Good Day to Die Hard,A Good Day to Die Hard,0,2013,\N,98,Action;Thriller,5.3,183926
tt2361509,movie,The Intern,The Intern,0,2015,\N,121,Comedy;Drama,7.1,183908
tt0452608,movie,Death Race,Death Race,0,2008,\N,105,Action;Sci-Fi;Thriller,6.4,183881
tt0281358,movie,A Walk to Remember,A Walk to Remember,0,2002,\N,101,Drama;Romance,7.4,183833
tt2126355,movie,San Andreas,San Andreas,0,2015,\N,114,Action;Adventure;Drama,6.1,183831
tt0108399,movie,True Romance,True Romance,0,1993,\N,119,Crime;Drama;Romance,7.9,183710
tt3749900,tvSeries,Gotham,Gotham,0,2014,\N,42,Action;Crime;Drama,7.9,183622
tt0479143,movie,Rocky Balboa,Rocky Balboa,0,2006,\N,102,Drama;Sport,7.2,183460
tt0181865,movie,Traffic,Traffic,0,2000,\N,147,Crime;Drama;Thriller,7.6,183384
tt4196776,movie,Jason Bourne,Jason Bourne,0,2016,\N,123,Action;Thriller,6.6,182812
tt0795421,movie,Mamma Mia!,Mamma Mia!,0,2008,\N,108,Comedy;Musical;Romance,6.4,182716
tt2798920,movie,Annihilation,Annihilation,0,2018,\N,115,Adventure;Drama;Horror,6.9,182433
tt1980209,movie,Pain & Gain,Pain & Gain,0,2013,\N,129,Action;Comedy;Crime,6.4,182370
tt0112281,movie,Ace Ventura: When Nature Calls,Ace Ventura: When Nature Calls,0,1995,\N,90,Adventure;Comedy;Crime,6.3,182355
tt1155056,movie,"I Love You, Man","I Love You, Man",0,2009,\N,105,Comedy;Romance,7.0,182254
tt0064115,movie,Butch Cassidy and the Sundance Kid,Butch Cassidy and the Sundance Kid,0,1969,\N,110,Biography;Crime;Drama,8.1,181601
tt0106519,movie,Carlito's Way,Carlito's Way,0,1993,\N,144,Crime;Drama;Thriller,7.9,181411
tt0187738,movie,Blade II,Blade II,0,2002,\N,117,Action;Horror;Sci-Fi,6.7,181320
tt0481369,movie,The Number 23,The Number 23,0,2007,\N,98,Crime;Drama;Horror,6.4,181287
tt0949731,movie,The Happening,The Happening,0,2008,\N,91,Mystery;Sci-Fi;Thriller,5.0,181193
tt0027977,movie,Modern Times,Modern Times,0,1936,\N,87,Comedy;Drama;Family,8.5,181079
tt3065204,movie,The Conjuring 2,The Conjuring 2,0,2016,\N,134,Horror;Mystery;Thriller,7.4,181024
tt0146316,movie,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,0,2001,\N,100,Action;Adventure;Fantasy,5.8,180989
tt0339291,movie,A Series of Unfortunate Events,A Series of Unfortunate Events,0,2004,\N,108,Adventure;Comedy;Family,6.8,180595
tt0266915,movie,Rush Hour 2,Rush Hour 2,0,2001,\N,90,Action;Comedy;Crime,6.6,180590
tt0142342,movie,Big Daddy,Big Daddy,0,1999,\N,93,Comedy;Drama,6.4,180516
tt0050212,movie,The Bridge on the River Kwai,The Bridge on the River Kwai,0,1957,\N,161,Adventure;Drama;War,8.2,180270
tt0210945,movie,Remember the Titans,Remember the Titans,0,2000,\N,113,Biography;Drama;Sport,7.8,180165
tt0374900,movie,Napoleon Dynamite,Napoleon Dynamite,0,2004,\N,96,Comedy,6.9,179901
tt0435625,movie,The Descent,The Descent,0,2005,\N,99,Adventure;Horror;Thriller,7.2,179872
tt0295178,movie,Austin Powers in Goldmember,Austin Powers in Goldmember,0,2002,\N,94,Action;Adventure;Comedy,6.2,179615
tt0985694,movie,Machete,Machete,0,2010,\N,105,Action;Crime;Thriller,6.6,179154
tt0356150,movie,EuroTrip,EuroTrip,0,2004,\N,92,Comedy,6.6,179143
tt0844471,movie,Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,0,2009,\N,90,Action;Adventure;Animation,7.0,179079
tt0087800,movie,A Nightmare on Elm Street,A Nightmare on Elm Street,0,1984,\N,91,Horror,7.5,179023
tt1428538,movie,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,0,2013,\N,88,Action;Fantasy;Horror,6.1,178827
tt0328828,movie,American Wedding,American Wedding,0,2003,\N,96,Comedy,6.3,178675
tt0158983,movie,"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",0,1999,\N,81,Animation;Comedy;Fantasy,7.8,178387
tt1289401,movie,Ghostbusters,Ghostbusters,0,2016,\N,116,Action;Comedy;Fantasy,5.3,178382
tt0106179,tvSeries,The X-Files,The X Files,0,1993,\N,45,Drama;Mystery;Sci-Fi,8.7,178100
tt0436992,tvSeries,Doctor Who,Doctor Who,0,2005,\N,45,Adventure;Drama;Family,8.7,177849
tt0417299,tvSeries,Avatar: The Last Airbender,Avatar: The Last Airbender,0,2003,2008,23,Action;Adventure;Animation,9.2,177798
tt1815862,movie,After Earth,After Earth,0,2013,\N,100,Action;Adventure;Sci-Fi,4.8,177543
tt1272878,movie,2 Guns,2 Guns,0,2013,\N,109,Action;Comedy;Crime,6.7,177412
tt1284575,movie,Bad Teacher,Bad Teacher,0,2011,\N,92,Comedy;Romance,5.6,177168
tt2364582,tvSeries,Agents of S.H.I.E.L.D.,Agents of S.H.I.E.L.D.,0,2013,\N,45,Action;Adventure;Drama,7.5,176887
tt0401855,movie,Underworld: Evolution,Underworld: Evolution,0,2006,\N,106,Action;Adventure;Fantasy,6.7,176496
tt2184339,movie,The Purge,The Purge,0,2013,\N,85,Horror;Thriller,5.7,176404
tt0207201,movie,What Women Want,What Women Want,0,2000,\N,127,Comedy;Fantasy;Romance,6.4,176320
tt2234155,movie,The Internship,The Internship,0,2013,\N,119,Comedy,6.3,176210
tt0319343,movie,Elf,Elf,0,2003,\N,97,Comedy;Family;Fantasy,6.9,176206
tt0130827,movie,Run Lola Run,Lola rennt,0,1998,\N,81,Crime;Drama;Sci-Fi,7.7,175942
tt0116483,movie,Happy Gilmore,Happy Gilmore,0,1996,\N,92,Comedy;Sport,7.0,175937
tt0388482,movie,Transporter 2,Transporter 2,0,2005,\N,87,Action;Crime;Thriller,6.3,175444
tt2719848,movie,Everest,Everest,0,2015,\N,121,Action;Adventure;Biography,7.1,175329
tt2334873,movie,Blue Jasmine,Blue Jasmine,0,2013,\N,98,Drama,7.3,175051
tt0479952,movie,Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa,0,2008,\N,89,Adventure;Animation;Comedy,6.7,174675
tt4160708,movie,Don't Breathe,Don't Breathe,0,2016,\N,88,Crime;Horror;Thriller,7.1,174522
tt0119282,movie,Hercules,Hercules,0,1997,\N,93,Adventure;Animation;Comedy,7.3,174301
tt0059742,movie,The Sound of Music,The Sound of Music,0,1965,\N,172,Biography;Drama;Family,8.0,174069
tt0120855,movie,Tarzan,Tarzan,0,1999,\N,88,Adventure;Animation;Family,7.3,174066
tt1636826,movie,Project X,Project X,0,2012,\N,88,Comedy,6.7,174009
tt0118929,movie,Dark City,Dark City,0,1998,\N,100,Mystery;Sci-Fi;Thriller,7.7,173933
tt0993842,movie,Hanna,Hanna,0,2011,\N,111,Action;Drama;Thriller,6.8,173926
tt0371724,movie,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,0,2005,\N,109,Adventure;Comedy;Sci-Fi,6.8,173907
tt1127180,movie,Drag Me to Hell,Drag Me to Hell,0,2009,\N,99,Horror;Thriller,6.6,173901
tt0327597,movie,Coraline,Coraline,0,2009,\N,100,Animation;Drama;Fantasy,7.7,173860
tt0099653,movie,Ghost,Ghost,0,1990,\N,127,Drama;Fantasy;Romance,7.0,173776
tt0960144,movie,You Don't Mess with the Zohan,You Don't Mess with the Zohan,0,2008,\N,113,Comedy,5.5,173383
tt0094737,movie,Big,Big,0,1988,\N,104,Comedy;Drama;Family,7.3,173061
tt4881806,movie,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,0,2018,\N,128,Action;Adventure;Sci-Fi,6.3,173047
tt0128853,movie,You've Got Mail,You've Got Mail,0,1998,\N,119,Comedy;Drama;Romance,6.6,172856
tt0959337,movie,Revolutionary Road,Revolutionary Road,0,2008,\N,119,Drama;Romance,7.3,172832
tt0804503,tvSeries,Mad Men,Mad Men,0,2007,2015,47,Drama,8.6,172798
tt0499448,movie,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,0,2008,\N,150,Action;Adventure;Family,6.5,172588
tt0032553,movie,The Great Dictator,The Great Dictator,0,1940,\N,125,Comedy;Drama;War,8.5,172531
tt0481499,movie,The Croods,The Croods,0,2013,\N,98,Action;Adventure;Animation,7.2,172355
tt3235888,movie,It Follows,It Follows,0,2014,\N,100,Horror;Mystery,6.9,172327
tt0058461,movie,A Fistful of Dollars,Per un pugno di dollari,0,1964,\N,99,Western,8.0,172297
tt0079501,movie,Mad Max,Mad Max,0,1979,\N,88,Action;Adventure;Sci-Fi,7.0,172269
tt0143145,movie,The World Is Not Enough,The World Is Not Enough,0,1999,\N,128,Action;Adventure;Thriller,6.4,172177
tt3778644,movie,Solo: A Star Wars Story,Solo: A Star Wars Story,0,2018,\N,135,Action;Adventure;Fantasy,7.0,172043
tt0098635,movie,When Harry Met Sally...,When Harry Met Sally...,0,1989,\N,95,Comedy;Drama;Romance,7.6,171898
tt0043014,movie,Sunset Boulevard,Sunset Blvd.,0,1950,\N,110,Drama;Film-Noir,8.4,171765
tt1649419,movie,The Impossible,Lo imposible,0,2012,\N,114,Drama;History;Thriller,7.6,171695
tt0318627,movie,Resident Evil: Apocalypse,Resident Evil: Apocalypse,0,2004,\N,94,Action;Horror;Sci-Fi,6.2,171527
tt0117665,movie,Sleepers,Sleepers,0,1996,\N,147,Crime;Drama;Thriller,7.6,171482
tt0088846,movie,Brazil,Brazil,0,1985,\N,132,Drama;Sci-Fi,8.0,171127
tt1340800,movie,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,0,2011,\N,122,Drama;Mystery;Thriller,7.1,170794
tt1899353,movie,The Raid: Redemption,Serbuan maut,0,2011,\N,101,Action;Thriller,7.6,170775
tt1148204,movie,Orphan,Orphan,0,2009,\N,123,Horror;Mystery;Thriller,7.0,170418
tt0432283,movie,Fantastic Mr. Fox,Fantastic Mr. Fox,0,2009,\N,87,Adventure;Animation;Comedy,7.8,170400
tt0087363,movie,Gremlins,Gremlins,0,1984,\N,106,Comedy;Fantasy;Horror,7.2,169902
tt0170016,movie,How the Grinch Stole Christmas,How the Grinch Stole Christmas,0,2000,\N,104,Comedy;Family;Fantasy,6.1,169730
tt4630562,movie,The Fate of the Furious,The Fate of the Furious,0,2017,\N,136,Action;Crime;Thriller,6.7,169625
tt0432021,movie,Resident Evil: Extinction,Resident Evil: Extinction,0,2007,\N,94,Action;Horror;Sci-Fi,6.3,169464
tt0366551,movie,Harold & Kumar Go to White Castle,Harold & Kumar Go to White Castle,0,2004,\N,88,Adventure;Comedy,7.1,169216
tt0877057,tvSeries,Death Note,Death Note: Desu nôto,0,2006,2007,24,Animation;Crime;Drama,9.0,169062
tt1439629,tvSeries,Community,Community,0,2009,2015,22,Comedy,8.5,168980
tt1606389,movie,The Vow,The Vow,0,2012,\N,104,Drama;Romance,6.8,168868
tt3741834,movie,Lion,Lion,0,2016,\N,118,Biography;Drama,8.1,168699
tt0477080,movie,Unstoppable,Unstoppable,0,2010,\N,98,Action;Thriller,6.8,168653
tt0397892,movie,Bolt,Bolt,0,2008,\N,96,Adventure;Animation;Comedy,6.9,168650
tt1646987,movie,Wrath of the Titans,Wrath of the Titans,0,2012,\N,99,Action;Adventure;Fantasy,5.7,168618
tt1667889,movie,Ice Age: Continental Drift,Ice Age: Continental Drift,0,2012,\N,88,Adventure;Animation;Comedy,6.6,168617
tt1111422,movie,The Taking of Pelham 123,The Taking of Pelham 123,0,2009,\N,106,Action;Crime;Thriller,6.4,168560
tt0370263,movie,AVP: Alien vs. Predator,AVP: Alien vs. Predator,0,2004,\N,101,Action;Horror;Sci-Fi,5.6,168159
tt2883512,movie,Chef,Chef,0,2014,\N,114,Adventure;Comedy;Drama,7.3,168136
tt0103874,movie,Bram Stoker's Dracula,Dracula,0,1992,\N,128,Horror,7.5,167833
tt0092890,movie,Dirty Dancing,Dirty Dancing,0,1987,\N,100,Drama;Music;Romance,6.9,167786
tt5442430,movie,Life,Life,0,2017,\N,104,Horror;Sci-Fi;Thriller,6.6,167440
tt1723811,movie,Shame,Shame,0,2011,\N,101,Drama,7.2,167388
tt0462322,movie,Grindhouse,Grindhouse,0,2007,\N,191,Action;Horror;Thriller,7.6,167176
tt0120685,movie,Godzilla,Godzilla,0,1998,\N,139,Action;Sci-Fi;Thriller,5.3,166924
tt0244244,movie,Swordfish,Swordfish,0,2001,\N,99,Action;Crime;Thriller,6.5,166680
tt1305806,movie,The Secret in Their Eyes,El secreto de sus ojos,0,2009,\N,129,Drama;Mystery;Romance,8.2,166403
tt0375063,movie,Sideways,Sideways,0,2004,\N,127,Comedy;Drama;Romance,7.5,166336
tt1013743,movie,Knight and Day,Knight and Day,0,2010,\N,109,Action;Adventure;Comedy,6.3,166189
tt1826940,tvSeries,New Girl,New Girl,0,2011,2018,22,Comedy,7.7,166036
tt0363988,movie,Secret Window,Secret Window,0,2004,\N,96,Drama;Mystery;Thriller,6.6,165708
tt1120985,movie,Blue Valentine,Blue Valentine,0,2010,\N,112,Drama;Romance,7.4,165273
tt2053463,movie,Side Effects,Side Effects,0,2013,\N,106,Crime;Drama;Mystery,7.1,165182
tt0241303,movie,Chocolat,Chocolat,0,2000,\N,121,Drama;Romance,7.3,165161
tt1485796,movie,The Greatest Showman,The Greatest Showman,0,2017,\N,105,Biography;Drama;Musical,7.7,165038
tt1217613,movie,Battle Los Angeles,Battle Los Angeles,0,2011,\N,116,Action;Sci-Fi,5.8,164933
tt0083907,movie,The Evil Dead,The Evil Dead,0,1981,\N,85,Horror,7.5,164891
tt1266020,tvSeries,Parks and Recreation,Parks and Recreation,0,2009,2015,22,Comedy,8.6,164646
tt0139134,movie,Cruel Intentions,Cruel Intentions,0,1999,\N,97,Drama;Romance,6.8,164627
tt0272152,movie,K-PAX,K-PAX,0,2001,\N,120,Drama;Sci-Fi,7.4,164607
tt0120347,movie,Tomorrow Never Dies,Tomorrow Never Dies,0,1997,\N,119,Action;Adventure;Thriller,6.5,164581
tt0472954,tvSeries,It's Always Sunny in Philadelphia,It's Always Sunny in Philadelphia,0,2005,\N,22,Comedy,8.8,164510
tt1596350,movie,This Means War,This Means War,0,2012,\N,103,Action;Comedy;Romance,6.3,164285
tt0063522,movie,Rosemary's Baby,Rosemary's Baby,0,1968,\N,137,Drama;Horror,8.0,164231
tt2661044,tvSeries,The 100,The 100,0,2014,\N,43,Drama;Mystery;Sci-Fi,7.8,164157
tt1059786,movie,Eagle Eye,Eagle Eye,0,2008,\N,118,Action;Mystery;Thriller,6.6,164132
tt0385752,movie,The Golden Compass,The Golden Compass,0,2007,\N,113,Adventure;Family;Fantasy,6.1,164127
tt0079817,movie,Rocky II,Rocky II,0,1979,\N,119,Drama;Sport,7.2,164057
tt2357547,tvSeries,Jessica Jones,Jessica Jones,0,2015,\N,56,Action;Crime;Drama,8.1,164013
tt0488120,movie,Fracture,Fracture,0,2007,\N,113,Crime;Drama;Mystery,7.2,164008
tt1219827,movie,Ghost in the Shell,Ghost in the Shell,0,2017,\N,107,Action;Drama;Sci-Fi,6.4,163888
tt0096438,movie,Who Framed Roger Rabbit,Who Framed Roger Rabbit,0,1988,\N,104,Adventure;Animation;Comedy,7.7,163576
tt0200465,movie,The Bank Job,The Bank Job,0,2008,\N,111,Crime;Drama;Romance,7.3,163509
tt0352248,movie,Cinderella Man,Cinderella Man,0,2005,\N,144,Biography;Drama;Sport,8.0,163424
tt3402236,movie,Murder on the Orient Express,Murder on the Orient Express,0,2017,\N,114,Crime;Drama;Mystery,6.5,163291
tt1458175,movie,The Next Three Days,The Next Three Days,0,2010,\N,133,Action;Crime;Drama,7.4,163281
tt2582782,movie,Hell or High Water,Hell or High Water,0,2016,\N,102,Action;Crime;Drama,7.6,163274
tt0118571,movie,Air Force One,Air Force One,0,1997,\N,124,Action;Drama;Thriller,6.5,163267
tt0758752,movie,Love & Other Drugs,Love & Other Drugs,0,2010,\N,112,Comedy;Drama;Romance,6.7,163056
tt0299977,movie,Hero,Ying xiong,0,2002,\N,107,Action;Adventure;History,7.9,162993
tt0080455,movie,The Blues Brothers,The Blues Brothers,0,1980,\N,133,Adventure;Comedy;Crime,7.9,162926
