director_lookup_id,title_id,director_id
71698,tt0060028,nm0765121
71699,tt0060028,nm0852676
71700,tt0060028,nm0325476
71701,tt0060028,nm0627950
71703,tt0060028,nm0494903
71705,tt0060028,nm0200022
71706,tt0060028,nm0909098
71707,tt0060028,nm0524188
71708,tt0060028,nm0018354
71709,tt0060028,nm0568228
71710,tt0060028,nm0321143
71711,tt0060028,nm0568546
71713,tt0060028,nm0229697
71714,tt0060028,nm0784198
71715,tt0060028,nm0641400
71719,tt0060028,nm0202297
71721,tt0060028,nm0817081
71722,tt0060028,nm0448946
71723,tt0060028,nm0678928
71888,tt0060107,nm0001789
71938,tt0060153,nm0554169
71962,tt0060176,nm0000774
71982,tt0060196,nm0001466
72140,tt0060345,nm0005062
72188,tt0060390,nm0000076
72491,tt0060665,nm0003593
72492,tt0060666,nm0912849
72668,tt0060827,nm0000005
73044,tt0061184,nm0001566
73648,tt0061395,nm0000320
73674,tt0061418,nm0671957
73775,tt0061512,nm0742341
73844,tt0061578,nm0000736
73991,tt0061722,nm0001566
74004,tt0061735,nm0006452
74015,tt0061747,nm0692872
74079,tt0061811,nm0422484
74120,tt0061852,nm0718627
74527,tt0062229,nm0578483
74830,tt0062512,nm0318150
75404,tt0062622,nm0000040
75498,tt0062711,nm0671862
75558,tt0062765,nm0946811
75601,tt0062803,nm0400731
76163,tt0063350,nm0001681
76187,tt0063374,nm0757256
76198,tt0063385,nm0715346
76229,tt0063415,nm0001175
76256,tt0063442,nm0769874
76338,tt0063522,nm0000591
77082,tt0063929,nm0534084
77083,tt0063929,nm0203791
77454,tt0064115,nm0001351
77455,tt0064116,nm0001466
77649,tt0064276,nm0000454
77882,tt0064505,nm0172772
78046,tt0064665,nm0772259
78151,tt0064757,nm0402597
78530,tt0065126,nm0368871
78620,tt0065207,nm0404606
78627,tt0065214,nm0001603
79190,tt0065421,nm0718627
79238,tt0065462,nm0692872
79507,tt0065724,nm0706182
79733,tt0065938,nm0404606
79785,tt0065988,nm0671957
79826,tt0066026,nm0000265
80011,tt0066206,nm0769874
80243,tt0066434,nm0000184
80287,tt0066473,nm0557927
80288,tt0066473,nm0297935
80289,tt0066473,nm0281507
80957,tt0066765,nm0534084
80961,tt0066769,nm0936404
81001,tt0066808,nm0000095
81011,tt0066817,nm0829038
81122,tt0066921,nm0000040
81201,tt0066995,nm0357891
81205,tt0066999,nm0796923
81229,tt0067023,nm0000229
81274,tt0067065,nm0852279
81302,tt0067093,nm0422484
81326,tt0067116,nm0001243
81400,tt0067185,nm0000797
81557,tt0067328,nm0000953
82075,tt0067800,nm0001603
82267,tt0067992,nm0835799
82782,tt0068098,nm0239291
82784,tt0068098,nm0582401
82785,tt0068098,nm0721728
82786,tt0068098,nm0002195
82788,tt0068098,nm0178114
82789,tt0068098,nm0432925
82790,tt0068098,nm0604702
82796,tt0068098,nm0791027
82798,tt0068098,nm0068691
82800,tt0068098,nm0603286
82801,tt0068098,nm0001773
82804,tt0068098,nm0641400
82809,tt0068098,nm0791206
82810,tt0068098,nm0198991
82811,tt0068098,nm0587706
82812,tt0068098,nm0064593
82814,tt0068098,nm0647010
82815,tt0068098,nm0842830
83118,tt0068182,nm0001348
83307,tt0068361,nm0000320
83358,tt0068408,nm0496746
83424,tt0068473,nm0000958
83512,tt0068555,nm0000095
83568,tt0068611,nm0000033
83603,tt0068646,nm0000338
83659,tt0068699,nm0000142
83800,tt0068833,nm0000127
84082,tt0069113,nm0623768
84254,tt0069281,nm0000581
84266,tt0069293,nm0001789
85036,tt0069704,nm0000184
85101,tt0069762,nm0000517
85298,tt0069947,nm0003593
85348,tt0069995,nm0001676
85390,tt0070034,nm0167195
85403,tt0070047,nm0001243
85687,tt0070328,nm0357891
85715,tt0070355,nm0692872
85739,tt0070379,nm0000217
85868,tt0070510,nm0000953
85869,tt0070511,nm0769874
85970,tt0070608,nm0718627
86029,tt0070666,nm0001486
86071,tt0070707,nm0000095
86092,tt0070723,nm0281507
86104,tt0070735,nm0001351
86217,tt0070849,nm0000934
86285,tt0070909,nm0000341
86293,tt0070917,nm0362736
86935,tt0071129,nm0000019
87128,tt0071315,nm0000591
87191,tt0071360,nm0000338
87235,tt0071402,nm0935382
87406,tt0071562,nm0000338
87459,tt0071615,nm0423524
87657,tt0071807,nm0357891
87734,tt0071877,nm0001486
88150,tt0072271,nm0001361
88187,tt0072308,nm0347086
88328,tt0072443,nm0001789
88535,tt0072500,nm0818639
88536,tt0072500,nm0203791
88760,tt0072562,nm0933259
88761,tt0072562,nm0454660
88762,tt0072562,nm0565063
88763,tt0072562,nm0797526
88764,tt0072562,nm1676223
88765,tt0072562,nm0589106
88766,tt0072562,nm0918660
88767,tt0072562,nm1738715
88769,tt0072562,nm1658104
88770,tt0072562,nm0931906
88771,tt0072562,nm0771680
88772,tt0072562,nm1656967
88774,tt0072562,nm1231253
88775,tt0072562,nm1444412
88776,tt0072562,nm0674635
88778,tt0072562,nm1046720
88779,tt0072562,nm3045042
88780,tt0072562,nm5050824
88781,tt0072562,nm1730037
88782,tt0072562,nm2021516
88784,tt0072562,nm0570912
88785,tt0072562,nm0780643
88787,tt0072562,nm5308463
88789,tt0072562,nm5089719
88790,tt0072562,nm0814903
88791,tt0072562,nm2615706
88792,tt0072562,nm2864367
88793,tt0072562,nm1564890
88794,tt0072562,nm0001129
88795,tt0072562,nm0952873
88799,tt0072562,nm0917503
88801,tt0072562,nm0004791
88802,tt0072562,nm0744595
88803,tt0072562,nm0213100
88804,tt0072562,nm0183196
88806,tt0072562,nm3673580
88807,tt0072562,nm2678917
88809,tt0072562,nm2868136
88812,tt0072562,nm0557138
88813,tt0072562,nm1307557
88814,tt0072562,nm2947300
88815,tt0072562,nm0000265
88817,tt0072562,nm0805754
88818,tt0072562,nm0000976
88820,tt0072562,nm0459170
88823,tt0072562,nm3565755
88824,tt0072562,nm2948714
88825,tt0072562,nm0291012
88827,tt0072562,nm1527087
88829,tt0072562,nm0648780
88831,tt0072562,nm7245237
88832,tt0072562,nm1276794
88835,tt0072562,nm7679151
88836,tt0072562,nm1637787
88838,tt0072562,nm0494889
88839,tt0072562,nm0832731
88840,tt0072562,nm0000209
88842,tt0072562,nm0101521
88845,tt0072562,nm2034496
88846,tt0072562,nm3046142
88847,tt0072562,nm0000759
88848,tt0072562,nm2584269
88849,tt0072562,nm0002704
88852,tt0072562,nm1908659
88854,tt0072562,nm0587043
88856,tt0072562,nm0000876
88857,tt0072562,nm0718646
88859,tt0072562,nm0938471
88860,tt0072562,nm0541500
88861,tt0072562,nm2212504
88864,tt0072562,nm0001774
89135,tt0072684,nm0000040
89347,tt0072890,nm0001486
89664,tt0073195,nm0000229
89787,tt0073312,nm0000095
89819,tt0073341,nm0001379
89975,tt0073486,nm0001232
90029,tt0073540,nm0001837
90118,tt0073629,nm0788940
90140,tt0073650,nm0001596
90197,tt0073707,nm0802693
90297,tt0073802,nm0001628
91161,tt0074119,nm0001587
91339,tt0074285,nm0000361
91548,tt0074483,nm0267309
91551,tt0074486,nm0000186
91888,tt0074811,nm0000591
91889,tt0074812,nm0027183
91940,tt0074860,nm0772259
91976,tt0074896,nm0002160
92017,tt0074937,nm0601800
92044,tt0074958,nm0001486
92094,tt0075005,nm0001149
92118,tt0075029,nm0000142
92241,tt0075148,nm0000814
92437,tt0075314,nm0000217
93508,tt0075686,nm0000095
93606,tt0075784,nm0000277
93684,tt0075860,nm0000229
94208,tt0076363,nm0718627
94209,tt0076363,nm0522028
94486,tt0076618,nm0828245
94487,tt0076618,nm0718627
94488,tt0076618,nm0522028
94538,tt0076666,nm0000824
94599,tt0076723,nm0001351
94604,tt0076729,nm0624102
94628,tt0076752,nm0318150
94635,tt0076759,nm0000184
95930,tt0077402,nm0001681
95933,tt0077405,nm0000517
95945,tt0077416,nm0001047
96181,tt0077631,nm0459170
96305,tt0077745,nm0442241
96327,tt0077766,nm0844358
96438,tt0077869,nm0000835
96501,tt0077928,nm0000570
96547,tt0077975,nm0000484
96923,tt0078346,nm0001149
97064,tt0078480,nm0742034
97953,tt0078718,nm0422484
97959,tt0078723,nm0000229
97984,tt0078748,nm0000631
98005,tt0078767,nm0742341
98026,tt0078788,nm0000338
98084,tt0078841,nm0000797
98181,tt0078935,nm0219959
98380,tt0079116,nm0796923
98527,tt0079261,nm0001232
98691,tt0079417,nm0000914
98779,tt0079501,nm0004306
98795,tt0079522,nm0000095
98852,tt0079574,nm0318150
98866,tt0079588,nm0292419
98920,tt0079641,nm0001348
98998,tt0079714,nm0181741
99231,tt0079944,nm0001789
99232,tt0079945,nm0936404
99409,tt0080120,nm0001353
99471,tt0080179,nm0950759
99933,tt0080339,nm0958387
99934,tt0080339,nm0000720
99935,tt0080339,nm0001878
99956,tt0080360,nm0001692
100066,tt0080453,nm0459170
100068,tt0080455,nm0000484
100106,tt0080491,nm0000972
100107,tt0080491,nm0525319
100291,tt0080661,nm0000361
100309,tt0080678,nm0000186
100316,tt0080684,nm0449984
100381,tt0080745,nm0388198
100397,tt0080761,nm0192446
100438,tt0080801,nm0371059
100618,tt0080979,nm0000041
100943,tt0081283,nm0000602
101066,tt0081398,nm0000217
101126,tt0081455,nm0000343
101177,tt0081505,nm0000040
101249,tt0081573,nm0001149
101250,tt0081573,nm0504513
101620,tt0081846,nm0920396
101621,tt0081846,nm0654666
101622,tt0081846,nm0540387
101623,tt0081846,nm2277950
101626,tt0081846,nm0447842
101627,tt0081846,nm0920389
102084,tt0081912,nm0788724
102085,tt0081912,nm0282064
102086,tt0081912,nm0125238
102087,tt0081912,nm1222874
102088,tt0081912,nm0350323
102356,tt0082010,nm0000484
102436,tt0082085,nm0000361
102440,tt0082089,nm0001410
102448,tt0082096,nm0000583
102491,tt0082136,nm0624102
102514,tt0082158,nm0399853
102543,tt0082186,nm0204471
102554,tt0082198,nm0587518
102733,tt0082348,nm0000958
102782,tt0082398,nm0322515
102790,tt0082406,nm0723704
102791,tt0082406,nm0828245
102792,tt0082406,nm0075859
102806,tt0082418,nm0591171
102821,tt0082432,nm0001837
102891,tt0082495,nm0742819
102906,tt0082509,nm0625166
102907,tt0082509,nm0693376
102909,tt0082509,nm0354691
102910,tt0082509,nm0844301
102911,tt0082509,nm0613471
102912,tt0082509,nm0924266
102913,tt0082509,nm0887351
102914,tt0082509,nm0831349
102939,tt0082533,nm0001102
103110,tt0082694,nm0004306
103406,tt0082971,nm0000229
103564,tt0083131,nm0718645
104070,tt0083399,nm0001841
104072,tt0083399,nm0123273
104073,tt0083399,nm0009953
104074,tt0083399,nm0001652
104075,tt0083399,nm0077684
104076,tt0083399,nm0601963
104077,tt0083399,nm0073489
104769,tt0083511,nm0001353
104790,tt0083530,nm0277946
104828,tt0083564,nm0001379
104931,tt0083658,nm0000631
105054,tt0083767,nm0001681
105161,tt0083866,nm0000229
105209,tt0083907,nm0000600
105224,tt0083922,nm0000005
105230,tt0083929,nm0002132
105247,tt0083944,nm0467646
105277,tt0083972,nm0591171
105293,tt0083987,nm0000277
105330,tt0084021,nm0083279
105766,tt0084434,nm0000431
105840,tt0084503,nm0000570
105855,tt0084516,nm0001361
105861,tt0084522,nm0163706
105989,tt0084649,nm0089940
106047,tt0084707,nm0001587
106066,tt0084726,nm0583292
106149,tt0084805,nm0001628
106169,tt0084827,nm0513974
106197,tt0084855,nm0001486
106315,tt0084967,nm0766191
106316,tt0084967,nm0267309
106317,tt0084967,nm0892144
106318,tt0084967,nm0370868
106320,tt0084967,nm0201626
106323,tt0084967,nm0390103
106325,tt0084967,nm0101304
106327,tt0084967,nm0641400
106329,tt0084967,nm0062644
106331,tt0084967,nm0786989
106332,tt0084967,nm0376101
106334,tt0084967,nm0603286
106668,tt0084988,nm0788724
107312,tt0085244,nm0001410
107408,tt0085334,nm0163706
107456,tt0085382,nm0853546
107487,tt0085407,nm0000343
107643,tt0085549,nm0001490
107736,tt0085636,nm0908890
107913,tt0085794,nm0000217
107930,tt0085809,nm0716585
107935,tt0085811,nm0946811
108142,tt0086006,nm0449984
108170,tt0086034,nm0322515
108202,tt0086066,nm0000338
108333,tt0086190,nm0549658
108340,tt0086197,nm0442241
108343,tt0086200,nm0001887
108359,tt0086216,nm0000338
108395,tt0086250,nm0000361
108543,tt0086383,nm0000142
108552,tt0086393,nm0504513
108628,tt0086465,nm0000484
108654,tt0086491,nm0001102
108655,tt0086491,nm0000229
108656,tt0086491,nm0004306
108657,tt0086491,nm0000484
108710,tt0086541,nm0000343
108737,tt0086567,nm0000824
108804,tt0086637,nm0000095
108982,tt0086687,nm0899330
108983,tt0086687,nm0779641
108984,tt0086687,nm1646076
108987,tt0086687,nm0056006
108988,tt0086687,nm0509817
108989,tt0086687,nm0000647
108992,tt0086687,nm0491572
108993,tt0086687,nm0004105
108994,tt0086687,nm0265954
109852,tt0086837,nm0001382
109897,tt0086879,nm0001232
109947,tt0086927,nm0411477
109984,tt0086960,nm0000976
110005,tt0086979,nm0001054
110006,tt0086979,nm0001053
110077,tt0087050,nm0452607
110104,tt0087078,nm0281507
110218,tt0087182,nm0000186
110313,tt0087277,nm0006889
110335,tt0087298,nm0957263
110375,tt0087332,nm0718645
110406,tt0087363,nm0001102
110515,tt0087469,nm0000229
110591,tt0087538,nm0000814
110598,tt0087544,nm0594503
110608,tt0087553,nm0423646
110652,tt0087597,nm0145309
110837,tt0087781,nm0001469
110862,tt0087800,nm0000127
110865,tt0087803,nm0705535
110906,tt0087843,nm0001466
110951,tt0087884,nm0000694
110997,tt0087928,nm0933505
111055,tt0087985,nm0587518
111064,tt0087995,nm0007182
111069,tt0088000,nm0437596
111080,tt0088011,nm0000709
111208,tt0088128,nm0000455
111242,tt0088161,nm0000165
111251,tt0088170,nm0000559
111268,tt0088184,nm0000464
111338,tt0088247,nm0000116
111377,tt0088286,nm0958387
111378,tt0088286,nm0000720
111379,tt0088286,nm0001878
111413,tt0088323,nm0000583
111694,tt0088484,nm0282064
111778,tt0088509,nm1387613
111779,tt0088509,nm0632788
111780,tt0088509,nm0645572
112255,tt0088559,nm0092853
112257,tt0088559,nm0002573
112258,tt0088559,nm0842093
112259,tt0088559,nm0484464
112262,tt0088559,nm0101304
112264,tt0088559,nm0189075
112266,tt0088559,nm0000647
112267,tt0088559,nm0892144
112268,tt0088559,nm0337675
112270,tt0088559,nm0314230
112272,tt0088559,nm0801883
112274,tt0088559,nm0666274
112277,tt0088559,nm0253020
112278,tt0088559,nm0101385
112281,tt0088559,nm0176702
112283,tt0088559,nm0677953
112286,tt0088559,nm0180891
112825,tt0088680,nm0000217
112914,tt0088763,nm0000709
112948,tt0088794,nm0390822
113005,tt0088847,nm0000455
113009,tt0088850,nm0001353
113097,tt0088930,nm0528718
113100,tt0088933,nm0000165
113106,tt0088939,nm0000229
113111,tt0088944,nm0504495
113164,tt0088993,nm0001681
113277,tt0089092,nm0000583
113349,tt0089155,nm0006916
113367,tt0089173,nm0826164
113369,tt0089175,nm0276169
113416,tt0089218,nm0001149
113566,tt0089370,nm0853546
113654,tt0089457,nm0001149
113667,tt0089469,nm0000631
113730,tt0089530,nm0004306
113731,tt0089530,nm0644695
113880,tt0089670,nm0002132
113971,tt0089755,nm0001628
113983,tt0089767,nm0000142
114009,tt0089791,nm0000318
114042,tt0089822,nm0797526
114043,tt0089822,nm0661577
114076,tt0089853,nm0000095
114104,tt0089880,nm0181902
114105,tt0089881,nm0000041
114109,tt0089885,nm0002340
114110,tt0089886,nm0004838
114118,tt0089893,nm0281507
114253,tt0090022,nm0001410
114287,tt0090056,nm0000484
114293,tt0090060,nm0001708
114379,tt0090142,nm0199722
114506,tt0090264,nm0322515
114549,tt0090305,nm0000455
114574,tt0090329,nm0001837
114639,tt0090390,nm0665305
114640,tt0090390,nm0589106
114642,tt0090390,nm0382191
114643,tt0090390,nm0190714
114644,tt0090390,nm0332238
114645,tt0090390,nm0049975
114646,tt0090390,nm0832573
115496,tt0090555,nm0265363
115553,tt0090605,nm0000116
115581,tt0090633,nm0089940
115705,tt0090756,nm0000186
115811,tt0090859,nm0181902
115815,tt0090863,nm0000217
115839,tt0090887,nm0378893
115924,tt0090967,nm0000464
116009,tt0091042,nm0000455
116027,tt0091059,nm0459170
116032,tt0091064,nm0000343
116051,tt0091080,nm0572951
116103,tt0091129,nm0006916
116130,tt0091149,nm0166256
116131,tt0091149,nm0615780
116132,tt0091149,nm0585150
116150,tt0091167,nm0000095
116168,tt0091187,nm0000142
116183,tt0091203,nm0611683
116190,tt0091209,nm0363553
116216,tt0091217,nm0000770
116224,tt0091225,nm0404754
116250,tt0091251,nm0459552
116325,tt0091326,nm0000814
116480,tt0091474,nm0000520
116540,tt0091530,nm0423646
116551,tt0091541,nm0000907
116616,tt0091605,nm0000269
116645,tt0091635,nm0001490
116754,tt0091738,nm0000338
116780,tt0091763,nm0000231
116795,tt0091777,nm0661577
116808,tt0091790,nm0222043
116887,tt0091867,nm0412465
116976,tt0091949,nm0000824
117036,tt0092007,nm0000559
117101,tt0092067,nm0594503
117121,tt0092086,nm0000484
117133,tt0092099,nm0001716
117576,tt0092324,nm0282064
117787,tt0092359,nm0958449
117788,tt0092359,nm0959034
117790,tt0092359,nm0677781
117791,tt0092359,nm0885626
117794,tt0092359,nm0678770
117797,tt0092359,nm0832573
117798,tt0092359,nm0155117
117800,tt0092359,nm0180902
117801,tt0092359,nm0049975
117802,tt0092359,nm0725452
118005,tt0092400,nm0760493
118006,tt0092400,nm0006975
118007,tt0092400,nm0505152
118009,tt0092400,nm0394959
118010,tt0092400,nm0787011
118012,tt0092400,nm0180902
118013,tt0092400,nm0169394
118015,tt0092400,nm0000294
118016,tt0092400,nm0649685
118018,tt0092400,nm0113114
118205,tt0092455,nm0064593
118206,tt0092455,nm0176702
118207,tt0092455,nm0722493
118208,tt0092455,nm0632382
118212,tt0092455,nm0922162
118213,tt0092455,nm0150024
118214,tt0092455,nm0768939
118217,tt0092455,nm0515237
118218,tt0092455,nm0499215
118219,tt0092455,nm0141222
118221,tt0092455,nm0000533
118222,tt0092455,nm0092853
118223,tt0092455,nm0065568
118224,tt0092455,nm0750691
118226,tt0092455,nm0543129
118227,tt0092455,nm0101385
118229,tt0092455,nm0071417
118230,tt0092455,nm0491496
118231,tt0092455,nm0000996
118232,tt0092455,nm0000408
118233,tt0092455,nm0801883
118234,tt0092455,nm0001904
118235,tt0092455,nm0562251
118236,tt0092455,nm0789834
118237,tt0092455,nm0892144
118238,tt0092455,nm0410769
118239,tt0092455,nm0463926
118240,tt0092455,nm0679855
118241,tt0092455,nm0484464
118242,tt0092455,nm0001772
118430,tt0092494,nm0730422
118449,tt0092513,nm0001060
118502,tt0092563,nm0000570
118542,tt0092593,nm0001501
118559,tt0092610,nm0001392
118593,tt0092644,nm0001716
118676,tt0092718,nm0711114
118859,tt0092890,nm0001915
118902,tt0092925,nm0542539
118943,tt0092965,nm0000229
118967,tt0092991,nm0000600
118999,tt0093010,nm0001490
119054,tt0093058,nm0000040
119105,tt0093105,nm0001469
119152,tt0093148,nm0213100
119206,tt0093191,nm0000694
119281,tt0093260,nm0001102
119322,tt0093300,nm0765121
119411,tt0093389,nm0000934
119430,tt0093409,nm0001149
119449,tt0093428,nm0322515
119458,tt0093437,nm0001708
119583,tt0093565,nm0422484
119624,tt0093605,nm0000941
119648,tt0093629,nm0751080
