actor_lookup_id,actor_id,title_id
984501,nm10059739,tt8185512
984769,nm10059992,tt8870020
985104,nm10060320,tt8870398
985105,nm10060321,tt8870398
985227,nm10060446,tt8870566
985763,nm10061086,tt8871228
985821,nm10061145,tt8191334
986219,nm10061517,tt8793194
986313,nm10061607,tt8956900
986341,nm10061634,tt8872580
986628,nm10061927,tt8873480
986628,nm10061927,tt8880868
986629,nm10061928,tt8873480
986890,nm10062202,tt8404680
987124,nm10062445,tt9072816
987324,nm10062651,tt8880832
987956,nm10063283,tt1302006
988142,nm10063476,tt8875940
988371,nm10063725,tt6146586
988853,nm10064218,tt8741014
988853,nm10064218,tt8877290
989050,nm10064403,tt8872476
989074,nm10064425,tt8872476
989152,nm10064499,tt8872476
989646,nm10064992,tt6923892
989879,nm10065230,tt8879566
990104,nm10065448,tt8774100
990107,nm10065450,tt8879798
990326,nm10065660,tt8879964
990491,nm10065829,tt9098932
990637,nm10065966,tt7177890
990843,nm10066167,tt8872580
990950,nm10066277,tt8876842
990952,nm10066279,tt8876842
991021,nm10066347,tt7931602
991059,nm10066424,tt8881348
991061,nm10066426,tt8881348
991062,nm10066427,tt8881348
991063,nm10066428,tt8881348
991244,nm10066623,tt8882264
991246,nm10066625,tt8882264
991643,nm10067011,tt8879964
991717,nm10067088,tt8883678
991755,nm10067126,tt8901200
991755,nm10067126,tt7706034
991957,nm10067318,tt9250082
991964,nm10067324,tt8872476
991996,nm10067359,tt8884108
992141,nm10067498,tt9151504
992145,nm10067506,tt8524160
992552,nm10067907,tt8885096
992555,nm10067910,tt7218244
992704,nm10068053,tt8885284
992705,nm10068054,tt8885284
992706,nm10068055,tt8885284
992707,nm10068056,tt8885284
992725,nm10068072,tt0870154
993000,nm10068364,tt6910282
993615,nm10068961,tt8890002
994380,nm10069714,tt8820136
994730,nm10070042,tt8890002
994733,nm10070045,tt8890002
994911,nm10070216,tt7953692
994938,nm10070242,tt7953692
995484,nm10070788,tt9253850
995485,nm10070789,tt9253850
995526,nm10070828,tt4923786
996122,nm10071415,tt3506590
996122,nm10071415,tt5961102
996130,nm10071422,tt5961102
996381,nm10071667,tt4463894
997084,nm10072358,tt8962068
997247,nm10072512,tt8959394
997247,nm10072512,tt8881138
997902,nm1007314,tt5862740
998730,nm10073961,tt7949204
999933,nm10075156,tt8899936
999933,nm10075156,tt8056248
999940,nm10075162,tt8056248
999940,nm10075162,tt8899936
999942,nm10075164,tt8899954
1000037,nm10075254,tt8900124
1000088,nm10075302,tt8900196
1000127,nm1007533,tt5862740
1001059,nm10076246,tt8899936
1002053,nm10077226,tt7931602
1002462,nm10077615,tt8413912
1002575,nm10077724,tt9264720
1002894,nm10078041,tt3224458
1003283,nm10078430,tt8937402
1003751,nm10078873,tt8192212
1003794,nm10078914,tt8774100
1004086,nm10079199,tt8793136
1005007,nm10080104,tt5961102
1005007,nm10080104,tt3506590
1005254,nm10080346,tt8899936
1005340,nm10080426,tt8884906
1005342,nm10080428,tt8884906
1005395,nm10080481,tt8194186
1006312,nm10081416,tt8179498
1006314,nm10081418,tt8179498
1006315,nm10081419,tt8179498
1006317,nm10081420,tt8179498
1006318,nm10081421,tt8179498
1006319,nm10081422,tt8179498
1006320,nm10081423,tt8179498
1006322,nm10081425,tt8179498
1006481,nm10081578,tt8810652
1006504,nm10081603,tt7178640
1007379,nm10082469,tt8404680
1007919,nm10083000,tt8917252
1008650,nm10083715,tt7772588
1008825,nm10083885,tt8899936
1008826,nm10083886,tt8899936
1008827,nm10083887,tt8899936
1008828,nm10083888,tt8899936
1008829,nm10083889,tt8899936
1008831,nm10083890,tt8899936
1008832,nm10083891,tt8899936
1008895,nm10083951,tt8046932
1009102,nm10084176,tt6912364
1009274,nm10084347,tt8608822
1009647,nm10084718,tt9250312
1009647,nm10084718,tt9145072
1009804,nm10084884,tt8828316
1009896,nm10084971,tt9021374
1010018,nm10085095,tt8404680
1010728,nm10085822,tt8940676
1011034,nm10086198,tt8151874
1012384,nm10087545,tt8743422
1012385,nm10087546,tt8743422
1012387,nm10087548,tt8743422
1012637,nm10087797,tt8633518
1012647,nm10087806,tt8633518
1012660,nm10087819,tt8731012
1013027,nm10088172,tt6923892
1013093,nm10088234,tt9239306
1013108,nm10088248,tt8192212
1013137,nm10088275,tt8955250
1014739,nm10089837,tt8955646
1015244,nm10090326,tt8820136
1015504,nm10090589,tt9093674
1015927,nm10091016,tt9093674
1016023,nm10091104,tt7178640
1016037,nm10091117,tt7178640
1016042,nm10091122,tt7178640
1016073,nm10091153,tt9202390
1016233,nm10091316,tt8488534
1016370,nm10091450,tt6704898
1016982,nm10092034,tt8962068
1017174,nm10092220,tt7706034
1017642,nm10092702,tt8404680
1017669,nm10092727,tt8872476
1017673,nm10092733,tt8872476
1017945,nm10092993,tt8872476
1018042,nm10093091,tt8938002
1018044,nm10093093,tt8938002
1018045,nm10093094,tt8938002
1018046,nm10093095,tt8938002
1018531,nm10093596,tt8743182
1019416,nm10094468,tt8941294
1019416,nm10094468,tt8941748
1019430,nm10094480,tt8941294
1019857,nm10094901,tt8936988
1019860,nm10094904,tt8936988
1020048,nm10095100,tt8872476
1020055,nm10095107,tt8941980
1020154,nm10095210,tt8942542
1020195,nm10095249,tt8942858
1020197,nm10095250,tt8942858
1020295,nm10095342,tt8942982
1020485,nm10095534,tt8943250
1020487,nm10095537,tt8943250
1020488,nm10095538,tt8943250
1020632,nm10095673,tt8773662
1020700,nm10095739,tt8941294
1020900,nm10095934,tt9238106
1021135,nm10096170,tt7178640
1021135,nm10096170,tt4916630
1021186,nm10096222,tt8944070
1021187,nm10096223,tt8944070
1021357,nm10096382,tt8408306
1021668,nm10096683,tt8192212
1021912,nm10096921,tt8946616
1022132,nm10097126,tt8946852
1022271,nm10097260,tt9093142
1022278,nm10097267,tt9093142
1022644,nm10097623,tt8941294
1022701,nm10097677,tt8947848
1022957,nm10097944,tt8608822
1023333,nm10098340,tt8948678
1023335,nm10098342,tt8948678
1024066,nm10099045,tt8951238
1024090,nm10099067,tt8957022
1024094,nm10099070,tt8957022
1024201,nm10099173,tt8951366
1024205,nm10099177,tt8951366
1024207,nm10099179,tt8951366
1024209,nm10099180,tt8951366
1024216,nm10099188,tt8951376
1024217,nm10099189,tt8951376
1024416,nm10099388,tt8824978
1024421,nm10099392,tt8824978
1024422,nm10099393,tt8824978
1024951,nm10099908,tt9225036
1024956,nm10099912,tt9225036
1024957,nm10099913,tt8953944
1024958,nm10099914,tt8953944
1024959,nm10099915,tt8953944
1024960,nm10099916,tt8953944
1024961,nm10099917,tt8953944
1025130,nm10100074,tt9089426
1025151,nm10100094,tt8192212
1025292,nm10100229,tt8954562
1025848,nm10100757,tt9243028
1026690,nm10101595,tt8956872
1026694,nm10101599,tt8956872
1026792,nm10101704,tt9233864
1026836,nm10101755,tt8825914
1026928,nm10101840,tt6980960
1027195,nm10102103,tt8493804
1027196,nm10102104,tt8493804
1027343,nm10102243,tt8958844
1027343,nm10102243,tt9253694
1027728,nm10102612,tt8959924
1027905,nm10102786,tt9093674
1027975,nm10102858,tt8960296
1027979,nm10102861,tt8960296
1027980,nm10102862,tt8960296
1028136,nm10103012,tt1302006
1028136,nm10103012,tt6146586
1028746,nm10103615,tt8941980
1028979,nm10103845,tt8956900
1028981,nm10103849,tt8956900
1029046,nm10103936,tt8820136
1029074,nm10103964,tt9031580
1029160,nm10104050,tt8962346
1029302,nm10104188,tt1302006
1029315,nm10104201,tt8171000
1029559,nm10104460,tt8962850
1029565,nm10104466,tt8962850
1029619,nm10104536,tt8963036
1030138,nm10105086,tt8729758
1030150,nm10105097,tt8918036
1031060,nm10105997,tt9088386
1031064,nm10106000,tt9088386
1031140,nm10106073,tt8192212
1031500,nm10106417,tt8937402
1032468,nm10107329,tt8901200
1032468,nm10107329,tt7706034
1032497,nm10107356,tt7706034
1032908,nm10107754,tt6632014
1033409,nm10108234,tt6924650
1033443,nm10108266,tt7706034
1033443,nm10108266,tt8901200
1033493,nm10108314,tt9146254
1034095,nm10108892,tt8869722
1034113,nm10108909,tt8316568
1034807,nm10109576,tt9149568
1035138,nm10109907,tt8962546
1035684,nm10110441,tt8820136
1035798,nm10110561,tt8810718
1035799,nm10110562,tt8810718
1035800,nm10110563,tt8810718
1035801,nm10110564,tt8810718
1035803,nm10110566,tt8192212
1035988,nm10110744,tt8493804
1036160,nm10110903,tt9093286
1036247,nm10111012,tt7049682
1036247,nm10111012,tt4463894
1036247,nm10111012,tt7734218
1036755,nm10111512,tt8829128
1037480,nm10112208,tt8822758
1037500,nm10112227,tt8493804
1037507,nm10112233,tt8493804
1037512,nm10112238,tt8876488
1038345,nm10113094,tt8502944
1038471,nm10113228,tt8289668
1038645,nm10113394,tt1190634
1038721,nm10113469,tt8821158
1039298,nm10114088,tt6593706
1039320,nm10114115,tt8956872
1039920,nm10114714,tt8155288
1040279,nm10115058,tt5878776
1040279,nm10115058,tt7049780
1040368,nm10115150,tt9257920
1041146,nm10115952,tt7177346
1041231,nm10116057,tt8160834
1042232,nm10117046,tt8946852
1042246,nm10117059,tt7767422
1042726,nm10117590,tt8989866
1042747,nm1011760,tt8319290
1043699,nm10118547,tt9178244
1043699,nm10118547,tt8192070
1044300,nm10119150,tt9034688
1044742,nm10119575,tt8192212
1044891,nm10119720,tt8633062
1048022,nm10122943,tt7957694
1048131,nm10123055,tt8880868
1048325,nm10123238,tt9256090
1049607,nm10124566,tt9247876
1049727,nm10124680,tt8524160
1050718,nm10125726,tt8723650
1050724,nm10125732,tt8723650
1050725,nm10125733,tt8723650
1051095,nm10126088,tt9016040
1051160,nm10126155,tt8406660
1051191,nm10126183,tt9154618
1051214,nm10126207,tt9016040
1051301,nm10126290,tt9016040
1051305,nm10126294,tt9016040
1051306,nm10126295,tt9016040
1051871,nm10126854,tt8735930
1052091,nm10127071,tt8881138
1052249,nm10127230,tt8941980
1052863,nm10127840,tt1302006
1053090,nm10128053,tt9251226
1053282,nm10128236,tt9238106
1053936,nm10128853,tt9097270
1054930,nm10129848,tt6924650
1055495,nm10130403,tt6844374
1055496,nm10130404,tt6844374
1055497,nm10130405,tt6844374
1055498,nm10130406,tt6844374
1055499,nm10130407,tt6844374
1055500,nm10130408,tt6844374
1055757,nm10130649,tt9016040
1055776,nm10130667,tt8814348
1055780,nm10130670,tt8814348
1055781,nm10130671,tt8814348
1055782,nm10130672,tt8814348
1055783,nm10130673,tt8814348
1055784,nm10130674,tt8814348
1055785,nm10130675,tt8814348
1055786,nm10130676,tt8814348
1055787,nm10130677,tt8814348
1055789,nm10130679,tt8814348
1055791,nm10130680,tt8814348
1055792,nm10130681,tt8814348
1055793,nm10130682,tt8814348
1055794,nm10130683,tt8814348
1056790,nm10131727,tt8416494
1057233,nm10132220,tt9029572
1057234,nm10132221,tt9029572
1057473,nm10132467,tt9020340
1057474,nm10132468,tt9020340
1057475,nm10132469,tt9020340
1057477,nm10132470,tt9020340
1057478,nm10132471,tt9020340
